PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,VTAI
PJT,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,VTAI
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,DKHI
PLX,Tập đoàn Xăng dầu Việt Nam,DKHI
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,DYTE
PNC,Công ty Cổ phần Văn hóa Phương Nam ,GDUC
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,TMAI
POM,Công ty Cổ phần Thép Pomina,THEP
POS,"Công ty Cổ phần Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí biển PTSC",DKHI
POT,Công ty Cổ phần Thiết bị Bưu điện,CNTT
PPC,Công ty Cổ phần Nhiệt điện Phả Lại ,NLDK
PPE,Công ty cổ phần Tư vấn Điện lực Dầu khí Việt Nam,NLDK
PPI,Công ty Cổ phần Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,BDSA
PPP,Công ty Cổ phần Dược phẩm Phong Phú,DYTE
PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,NLDK
PRC,Công ty Cổ phần Logistics Portserco,VTAI
PSC,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,VTAI
PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn ,DKHI
PSI,Công ty cổ phần Chứng khoán Dầu khí,CHKH
PSP,Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,VTAI
PTC,Công ty Cổ phần Đầu tư và Xây dựng Bưu điện,XADU
PTE,Công ty Cổ phần Xi măng Phú Thọ,VLXD
PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện ,NHBH
PTL,Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí PVC,DKHI
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,VTAI
PV2,Công ty cổ phần Đầu tư PV2,SXKD
PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,DKHI
PVB,Công ty cổ phần Bọc ống Dầu khí Việt Nam,DKHI
PVC,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí-CTCP,DKHI
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,DKHI
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí-CTCP,DKHI
PVG,Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,NLDK
PVI,Công ty Cổ phần PVI,NHBH
PVL,Công ty cổ phần Địa ốc Dầu khí,BDSA
PVP,Công ty Cổ phần Vận tải dầu khí Thái Bình Dương,VTAI
PVR,Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam,DKHI
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,DKHI
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,DKHI
PVV,Công ty Cổ phần Đầu tư Xây dựng Vinaconex - PVC,DTXD
PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,DKHI
PXA,Công ty cổ phần Đầu tư & Thương mại Dầu khí Nghệ An,DKHI
PXI,Công ty Cổ phần Xây dựng công nghiệp và dân dụng Dầu khí,DKHI
PXL,Công ty cổ phần Đầu tư Xây dựng Thương mại Dầu khí-IDICO,DKHI
PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,DKHI
PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,DKHI
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,DKHI
QCC,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,DTXD
QCG,Công ty Cổ phần Quốc Cường Gia Lai,BDSA
QHD,Công ty Cổ phần Que hàn điện Việt Đức,SXKD
QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,VLXD
QNS,Công ty Cổ phần Đường Quảng Ngãi,TPHM
QPH,Công ty Cổ phần Thủy điện Quế Phong,NLDK
QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,VTAI
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,SXKD
RCD,Công ty cổ phần Xây dựng - Địa ốc Cao su,BDSA
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,BDSA
RDP,Công ty Cổ phần Nhựa Rạng Đông,NBBI
REE,Công ty Cổ phần Cơ điện lạnh,BDSA
ROS,CTCP Xây dựng FLC Faros,XADU
RTB,Công ty cổ phần Cao su Tân Biên,CASU
S4A,Công ty Cổ phần Thủy điện Sê San 4A,NLDK
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,TPHM
SAF,Công ty Cổ phần Lương thực Thực phẩm Safoco,TPHM
SAM,Công ty Cổ phần Đầu tư và Phát triển Sacom,CNTT
SAP,Công ty Cổ phần In Sách giáo khoa tại Tp.Hồ Chí Minh,GDUC
SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,HAKH
SAV,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,SXKD
SBA,Công ty Cổ phần Sông Ba,NLDK
SBS,Công ty Cổ phần Chứng khoán Ngân hàng Sài Gòn Thương Tín,CHKH
SBT,Công ty cổ phần Mía đường Thành Thành Công Tây Ninh,TPHM
SC5,Công ty Cổ phần Xây dựng số 5 ,BDSA
SCC,Công ty Cổ phần Đầu tư Thương mại Hưng Long tỉnh Hòa Bình,VLXD
SCD,Công ty Cổ phần Nước giải khát Chương Dương,TPHM
SCJ,Công ty Cổ phần Xi măng Sài Sơn,VLXD
SCL,Công ty Cổ phần Sông Đà Cao Cường,VLXD
SCO,Công ty Cổ phần Công nghiệp Thủy sản,TSAN
SCR,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,BDSA
SDI,Công ty cổ phần Đầu tư và Phát triển Đô thị Sài Đồng,BDSA
SDN,Công ty Cổ phần Sơn Đồng Nai,SXKD
SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,BDSA
SDY,Công ty Cổ phần Xi măng Sông Đà Yaly,VLXD
SEA,Tổng công ty Thủy sản Việt Nam – CTCP,TSAN
SEB,Công ty Cổ phần Đầu tư và Phát triển Điện miền Trung,NLDK
SED,Công ty Cổ phần Đầu tư và Phát triển giáo dục Phương Nam,GDUC
SFG,Công ty Cổ phần Phân bón Miền Nam,PBON
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,VTAI
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,SXKD
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang ,TPHM
SGD,Công ty cổ phần Sách Giáo dục tại T.P Hồ Chí Minh,GDUC
SGH,Công ty Cổ phần Khách sạn Sài Gòn,DVDL
SGN,Công ty cổ phần Phục vụ Mặt đất Sài Gòn ,HAKH
SGP,Công ty Cổ phần Cảng Sài Gòn,VTAI
SGR,Công ty cổ phần Địa ốc Sài Gòn,BDSA
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,CNTT
SHB,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,NHBH
SHI,Công ty cổ phần Quốc tế Sơn Hà,SXKD
SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,BDSA
SHP,Công ty cổ phần Thủy điện Miền Nam,NLDK
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,CHKH
SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,TMAI
SJ1,Công ty Cổ phần Nông Nghiệp Hùng Hậu,TSAN
SJD,Công ty Cổ phần Thủy điện Cần Đơn,NLDK
SJF,CTCP Đầu tư Sao Thái Dương,DTPT
SJS,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà,BDSA
SKG,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang,DVDL
SLS,Công ty cổ phần Mía đường Sơn La,TPHM
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,TMAI
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,TPHM
SMC,Công ty Cổ phần Ðầu tư Thương mại SMC,THEP
SMT,Công ty cổ phần Vật liệu Điện và Viễn thông Sam Cường,CNTT
SNC,Công ty Cổ phần Xuất nhập khẩu Thuỷ sản Năm Căn,TSAN
SP2,CTCP Thủy điện Sử Pán 2,NLDK
SPA,Công ty Cổ Phần Bao bì Sài Gòn,NBBI
SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,TSAN
SPP,Công ty cổ phần Bao bì Nhựa Sài Gòn,NBBI
SRA,Công ty Cổ phần Sara Việt Nam,CNTT
SRB,Công ty Cổ phần Tập đoàn Sara,CNTT
SRC,Công ty Cổ phần Cao Su Sao Vàng,CASU
SSC,Công ty Cổ phần Giống cây trồng Miền Nam ,SXKD
SSG,Công ty Cổ phần Vận tải biển Hải Âu,VTAI
SSI,Công ty cổ phần Chứng khoán Sài Gòn,CHKH
SSM,Công ty Cổ phần Chế tạo Kết cấu Thép VNECO.SSM,THEP
SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,TSAN
ST8,Công ty Cổ phần Siêu Thanh ,CNTT
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,NHBH
STC,Công ty Cổ phần Sách và Thiết bị trường học Tp. Hồ Chí Minh,GDUC
STT,Công ty cổ phần Vận chuyển Sài Gòn Tourist,VTAI
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,TMAI
SVI,Công ty Cổ phần Bao bì Biên Hòa,NBBI
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,DVCI
SZL,Công ty cổ phần Sonadezi Long Thành,BDSA
TAC,Công ty Cổ phần Dầu Thực vật Tường An,TPHM
TAG,Công ty Cổ phần Thế giới số Trần Anh,TMAI
TBC,Công ty cổ phần Thủy điện Thác Bà,NLDK
TC6,Công ty cổ phần Than Cọc Sáu - Vinacomin,KSAN
TCB,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),NHBH
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,VTAI
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,SXKD
TCO,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,VTAI
TCR,Công ty Cổ phần Công nghiệp Gốm sứ Taicera,VLXD
TCS,Công ty Cổ phần Than Cao Sơn - TKV,KSAN
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh ,DVDL
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,BDSA
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,BDSA
TDM,CTCP Nước Thủ Dầu Một,DVCI
TDN,Công ty Cổ phần Than Đèo Nai - Vinacomin ,KSAN
TDS,Công ty cổ phần Thép Thủ Đức - Vnsteel,THEP
TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,TMAI
THB,Công ty cổ phần Bia Thanh Hóa,TPHM
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,XADU
THT,Công ty cổ phần Than Hà Tu - Vinacomin,KSAN
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,BDSA
TIS,Công ty cổ phần Gang thép Thái Nguyên,THEP
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,SXKD
TJC,Công ty cổ phần Dịch vụ Vận tải và Thương mại,VTAI
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,BDSA
TLG,Công ty Cổ phần Tập đoàn Thiên Long,SXKD
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,THEP
TLT,Công ty Cổ phần Viglacera Thăng Long,VLXD
TMC,Công ty Cổ phần Thương mại - Xuất nhập khẩu Thủ Đức,TMAI
TMP,Công ty cổ phần Thủy điện Thác Mơ,NLDK
TMS,Công ty Cổ phần Transimex,VTAI
TMX,Công ty cổ phần VICEM Thương mại Xi măng,VLXD
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam ,TMAI
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,THEP
TNC,Công ty Cổ phần Cao su Thống Nhất,CASU
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,SXKD
TNS,Công ty Cổ phần Thép Tấm lá Thống Nhất,THEP
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,NBBI
TPH,Công ty Cổ phần In Sách giáo khoa tại T.P Hà Nội,GDUC
TPP,Công ty Cổ phần Nhựa Tân Phú,NBBI
TRA,Công ty Cổ phần TRAPHACO,DYTE
TRC,Công ty Cổ phần Cao su Tây Ninh,CASU
TS4,Công ty cổ phần Thủy sản số 4,TSAN
TSC,Công ty Cổ phần Vật tư kỹ thuật Nông nghiệp Cần Thơ,PBON
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,CNTT
TTC,Công ty Cổ phần Gạch men Thanh Thanh ,VLXD
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,SXKD
TTZ,Công ty cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,CNTT
TV1,Công ty cổ phần Tư vấn Xây dựng Điện 1,XADU
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,XADU
TVB,Công ty cổ phần Chứng khoán Trí Việt,CHKH
TVD,Công ty cổ phần Than Vàng Danh - Vinacomin,KSAN
TVG,Công ty cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,DTXD
TVN,Tổng Công ty Thép Việt Nam - CTCP,THEP
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,CHKH
TW3,CTCP Dược Trung ương 3,DYTE
TXM,Công ty cổ phần VICEM Thạch cao Xi măng,VLXD
UDC,Công ty cổ phần Xây dựng và Phát triển Đô thị tỉnh Bà Rịa-Vũng Tàu,BDSA
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị Idico,BDSA
UNI,Công ty Cổ phần Viễn Liên,CNTT
UPC,CTCP Phát triển Công viên cây xanh và Đô thị Vũng Tàu ,DVCI
UPH,CTCP Dược phẩm TW25,DYTE
VAF,Công ty cổ phần Phân lân nung chảy Văn Điển,PBON
VAT,Công ty Cổ phần VT Vạn Xuân,CNTT
VBC,Công ty Cổ phần Nhựa Bao bì Vinh,NBBI
VBH,Công ty Cổ phần Điện tử Bình Hòa,SXKD
VC1,Công ty Cổ phần Xây dựng số 1,XADU
VC2,Công ty Cổ phần Xây dựng số 2,XADU
VC3,Công ty Cổ phần Xây dựng số 3,XADU
VC7,Công ty Cổ phần Xây dựng số 7,XADU
VC9,Công ty Cổ phần Xây dựng số 9,XADU
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,THEP
VCB,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,NHBH
VCF,Công ty Cổ phần VinaCafé Biên Hòa,TPHM
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,XADU
VCM,Công ty Cổ phần Nhân lực và Thương mại Vinaconex,DVDL
VCP,Công ty cổ phần Đầu tư xây dựng và phát triển năng lượng Vinaconex,XADU
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,BDSA
VCS,Công ty cổ phần Đá thạch anh cao cấp VCS,VLXD
VCW,Công ty Cổ phần Nước sạch Vinaconex,DVCI
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,TPHM
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,CHKH
VDT,Công ty cổ phần Lưới thép Bình Tây,THEP
VE9,Công ty Cổ phần Đầu tư và xây dựng VNECO 9,XADU
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,DVDL
VES,Công ty Cổ phần Đầu tư và Xây dựng điện Mê Ca Vneco,THEP
VFC,Công ty Cổ phần VINAFCO ,VTAI
VFG,Công ty Cổ phần Khử trùng Việt Nam,DYTE
VFR,Công ty Cổ phần Vận tải và Thuê tàu,VTAI
VGC,Tổng Công ty Viglacera - CTCP,VLXD
VGG,Tổng Công ty cổ phần May Việt Tiến,SXKD
VGP,Công ty Cổ phần Cảng Rau quả,VTAI
VGS,Công ty Cổ phần Ống thép Việt Đức VG PIPE,THEP
VGT,Tập đoàn Dệt may Việt Nam,SXKD
VHC,Công ty Cổ phần Vĩnh Hoàn,TSAN
VHG,Công ty Cổ phần Đầu tư Cao Su Quảng Nam,CASU
VHH,Công ty cổ phần Đầu tư Kinh doanh nhà Thành Đạt,DTXD
VHL,Công ty Cổ phần Viglacera Hạ Long,VLXD
VHM,Công ty Cổ phần Vinhomes,DTXD
VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,NHBH
VIC,Tập đoàn Vingroup - Công ty Cổ phần,BDSA
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,SXKD
VIE,Công ty Cổ phần Công nghệ Viễn thông VITECO ,CNTT
VIG,Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam,CHKH
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,VTAI
VIR,Công ty cổ phần Du lịch Quốc tế Vũng Tàu,DVDL
VIS,Công ty Cổ phần Thép Việt Ý,THEP
VIT,Công ty Cổ phần Viglacera Tiên Sơn,VLXD
VIX,Công ty cổ phần Chứng khoán IB,CHKH
VJC,Công ty cổ phần Hàng không VietJet ,HAKH
VKC,Công ty cổ phần Cáp Nhựa Vĩnh Khánh,NBBI
VKP,Công ty Cổ phần Nhựa Tân Hóa,NBBI
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang ,CNTT
VLB,CTCP Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,XADU
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,TPHM
VMD,Công ty cổ phần Y Dược phẩm Vimedimex,DYTE
VMI,Công ty Cổ phần Khoáng sản và Đầu tư VISACO,KSAN
VNA,Công ty Cổ phần Vận tải Biển Vinaship,VTAI
VNB,CTCP Sách Việt Nam,GDUC
VND,Công ty cổ phần Chứng khoán VNDIRECT,CHKH
VNE,Tổng công ty Cổ phần Xây dựng điện Việt Nam ,XADU
VNF,Công ty cổ phần Vinafreight,VTAI
VNG,Công ty Cổ phần Du lịch Thành Thành Công,DVDL
VNH,Công ty Cổ phần Thủy hải sản Việt Nhật,TSAN
VNI,Công ty cổ phần Đầu tư Bất động sản Việt Nam,BDSA
VNL,Công ty cổ phần Logistics Vinalink,VTAI
VNM,Công ty Cổ phần Sữa Việt Nam ,TPHM
VNP,Công ty cổ phần Nhựa Việt Nam,NBBI
VNR,Tổng Công ty Cổ phần Tái bảo hiểm quốc gia Việt Nam,NHBH
VNS,Công ty Cổ phần Ánh Dương Việt Nam ,VTAI
VNT,Công ty cổ phần Giao nhận Vận tải Ngoại thương,VTAI
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - CTCP,TPHM
VOS,Công ty Cổ phần Vận tải biển Việt Nam,VTAI
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,NHBH
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,DTPT
VPD,CTCP Phát triển Điện lực Việt Nam,NLDK
VPH,Công ty Cổ phần Vạn Phát Hưng,BDSA
VPK,Công ty Cổ phần Bao bì dầu thực vật,NBBI
VPS,CTCP Thuốc sát trùng Việt Nam,DYTE
VRG,CTCP Phát triển đô thị và Khu công nghiệp Cao su Việt Nam,CASU
VSC,Công ty cổ phần Tập đoàn Container Việt Nam,VTAI
VSG,Công ty Cổ phần Container Phía Nam,VTAI
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,NLDK
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,DTXD
VSN,CTCP Việt Nam Kỹ nghệ Súc sản,TPHM
VSP,Công ty cổ phần Vận tải biển và Bất động sản Việt Hải,VTAI
VST,Công ty Cổ phần Vận tải và Thuê tàu biển Việt Nam,VTAI
VTA,Công ty Cổ phần Vitaly,VLXD
VTB,Công ty Cổ phần Viettronics Tân Bình,SXKD
VTC,Công ty Cổ phần Viễn thông VTC,CNTT
VTL,Công ty Cổ phần Vang Thăng Long,TPHM
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,VTAI
VTS,Công ty Cổ phần Viglacera Từ Sơn ,VLXD
VTV,Công ty Cổ phần VICEM Vật tư Vận tải Xi măng,VTAI
VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,VLXD
WCS,Công ty Cổ phần Bến xe Miền Tây,VTAI
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,TPHM
WSS,Công ty Cổ phần Chứng khoán Phố Wall,CHKH
YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,KSAN
